cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,target_class,target_population,target_habitat
5,2,6,0,5,1,1,0,4,1,2,2,2,5,5,0,0,1,0,1,e,a,g
2,2,3,0,5,1,1,0,3,1,2,2,2,5,5,0,0,1,0,1,e,a,g
2,2,4,0,5,1,1,0,3,1,2,2,2,5,5,0,0,1,0,2,e,s,g
5,0,4,0,5,1,1,0,2,1,2,0,0,5,5,0,0,1,0,1,e,s,g
2,2,4,0,5,1,1,0,4,1,2,2,0,5,5,0,0,1,0,1,e,s,g
2,2,4,0,5,1,1,0,3,1,2,0,0,5,5,0,0,1,0,2,e,a,g
5,0,6,0,5,1,1,0,3,1,2,2,0,5,5,0,0,1,0,2,e,a,g
2,0,6,0,5,1,1,0,2,1,2,0,2,5,5,0,0,1,0,2,e,a,g
2,0,4,0,5,1,1,0,1,1,2,2,0,5,5,0,0,1,0,1,e,a,g
5,3,6,1,3,1,0,0,0,0,1,2,2,5,5,0,0,1,3,2,e,s,m
5,2,4,0,5,1,1,0,3,1,2,0,2,5,5,0,0,1,0,1,e,a,g
5,2,3,0,5,1,1,0,1,1,2,0,0,5,5,0,0,1,0,2,e,s,g
2,2,6,0,5,1,1,0,2,1,2,0,2,5,5,0,0,1,0,1,e,a,g
5,2,6,1,6,1,0,1,7,0,2,2,2,5,5,0,0,1,3,2,p,s,u
5,2,6,0,5,1,1,0,4,1,2,2,0,5,5,0,0,1,0,1,e,s,g
5,0,4,1,5,1,0,0,3,1,0,2,2,2,4,0,0,1,3,2,e,v,d
2,0,3,0,5,1,1,0,3,1,2,2,2,5,5,0,0,1,0,2,e,s,g
5,2,3,0,5,1,1,0,3,1,2,2,0,5,5,0,0,1,0,1,e,a,g
2,0,4,0,5,1,1,0,3,1,2,2,2,5,5,0,0,1,0,2,e,a,g
2,2,4,0,5,1,1,0,4,1,2,2,2,5,5,0,0,1,0,2,e,s,g
5,2,3,0,5,1,1,0,1,1,2,0,0,5,5,0,0,1,0,1,e,s,g
2,3,4,1,3,1,0,0,3,0,3,2,3,5,5,0,0,1,3,1,e,s,p
2,3,4,1,6,1,0,1,4,0,2,2,2,5,5,0,0,1,3,1,p,v,u
5,2,4,0,5,1,1,0,4,1,2,2,0,5,5,0,0,1,0,2,e,s,g
5,0,4,1,5,1,0,0,4,1,0,2,2,5,5,0,0,1,3,1,e,v,d
2,3,6,1,6,1,0,1,7,0,2,2,2,5,5,0,0,1,3,1,p,s,g
5,2,6,1,6,1,0,1,4,0,2,2,2,5,5,0,0,1,3,1,p,s,u
2,2,4,1,6,1,0,1,4,0,2,2,2,5,5,0,0,1,3,2,p,s,u
5,0,4,1,5,1,0,0,6,1,0,2,2,2,4,0,0,1,3,1,e,y,d
0,3,6,1,3,1,0,0,0,0,1,2,2,5,5,0,0,1,3,1,e,n,m
2,3,6,1,6,1,0,1,2,0,2,2,2,5,5,0,0,1,3,1,p,s,g
2,0,6,0,5,1,1,0,4,1,2,2,0,5,5,0,0,1,0,1,e,a,g
5,2,6,0,5,1,1,0,3,1,2,0,2,5,5,0,0,1,0,2,e,s,g
5,0,4,1,5,1,0,0,3,1,0,2,2,2,4,0,0,1,3,1,e,y,d
5,2,4,0,5,1,1,0,1,1,2,0,2,5,5,0,0,1,0,1,e,a,g
2,0,4,0,5,1,1,0,4,1,2,2,2,5,5,0,0,1,0,1,e,s,g
2,0,4,0,5,1,1,0,3,1,2,0,0,5,5,0,0,1,0,2,e,s,g
2,3,4,1,6,1,0,1,4,0,2,2,2,5,5,0,0,1,3,2,p,s,u
2,3,6,1,6,1,0,1,7,0,2,2,2,5,5,0,0,1,3,1,p,v,g
5,2,4,0,5,1,1,0,4,1,2,2,0,5,5,0,0,1,0,1,e,s,g
2,0,3,0,5,1,1,0,4,1,2,0,0,5,5,0,0,1,0,2,e,s,g
5,0,4,1,5,1,0,0,3,1,0,2,2,4,2,0,0,1,3,1,e,v,d
2,2,3,0,5,1,1,0,2,1,2,0,2,5,5,0,0,1,0,2,e,s,g
2,0,4,0,5,1,1,0,1,1,2,0,2,5,5,0,0,1,0,1,e,a,g
2,2,4,1,6,1,0,1,2,0,2,2,2,5,5,0,0,1,3,2,p,v,u
5,0,4,0,5,1,1,0,3,1,2,0,0,5,5,0,0,1,0,2,e,a,g
2,3,4,1,6,1,0,1,4,0,2,2,2,5,5,0,0,1,3,2,p,v,g
5,2,3,0,5,1,1,0,3,1,2,0,0,5,5,0,0,1,0,1,e,a,g
2,0,6,0,5,1,1,0,4,1,2,0,0,5,5,0,0,1,0,1,e,s,g
5,2,6,0,5,1,1,0,3,1,2,2,2,5,5,0,0,1,0,2,e,a,g
5,0,4,1,5,1,0,0,3,1,0,2,2,4,4,0,0,1,3,2,e,y,d
5,2,4,0,5,1,1,0,1,1,2,0,2,5,5,0,0,1,0,2,e,s,g
2,2,6,1,6,1,0,1,2,0,2,2,2,5,5,0,0,1,3,2,p,s,u
5,0,4,1,5,1,0,0,4,1,0,2,2,5,2,0,0,1,3,2,e,v,d
5,2,6,0,5,1,1,0,3,1,2,0,0,5,5,0,0,1,0,1,e,s,g
2,2,6,0,5,1,1,0,2,1,2,0,2,5,5,0,0,1,0,1,e,s,g
5,2,6,1,0,1,1,1,3,1,0,2,2,5,5,0,0,1,3,4,e,v,d
5,0,4,0,5,1,1,0,4,1,2,0,0,5,5,0,0,1,0,2,e,s,g
5,3,3,1,5,1,0,0,4,1,0,2,2,2,5,0,0,1,3,1,e,v,d
5,0,4,1,5,1,0,0,3,1,0,2,2,2,2,0,0,1,3,2,e,y,d
5,2,7,1,0,1,1,1,4,1,0,2,2,5,5,0,0,1,3,4,e,v,d
2,0,3,0,5,1,1,0,1,1,2,2,2,5,5,0,0,1,0,1,e,a,g
5,2,4,0,5,1,1,0,3,1,2,2,2,5,5,0,0,1,0,1,e,s,g
5,3,2,1,5,1,0,0,6,1,0,2,2,2,5,0,0,1,3,2,e,y,d
2,2,3,0,5,1,1,0,4,1,2,0,0,5,5,0,0,1,0,1,e,a,g
2,2,6,1,6,1,0,1,3,0,2,2,2,5,5,0,0,1,3,1,p,v,u
2,0,6,0,5,1,1,0,4,1,2,2,0,5,5,0,0,1,0,2,e,s,g
5,0,3,0,5,1,1,0,1,1,2,2,2,5,5,0,0,1,0,2,e,a,g
2,0,4,0,5,1,1,0,2,1,2,2,0,5,5,0,0,1,0,2,e,s,g
2,2,4,0,5,1,1,0,4,1,2,0,0,5,5,0,0,1,0,1,e,a,g
5,0,6,0,5,1,1,0,2,1,2,0,0,5,5,0,0,1,0,2,e,a,g
2,3,6,1,6,1,0,1,4,0,2,2,2,5,5,0,0,1,3,1,p,s,g
5,0,6,0,5,1,1,0,2,1,2,0,2,5,5,0,0,1,0,2,e,s,g
2,2,4,0,5,1,1,0,2,1,2,0,0,5,5,0,0,1,0,2,e,a,g
5,2,4,0,5,1,1,0,3,1,2,0,2,5,5,0,0,1,0,1,e,s,g
5,0,3,0,5,1,1,0,4,1,2,2,2,5,5,0,0,1,0,1,e,s,g
5,2,4,0,5,1,1,0,2,1,2,2,2,5,5,0,0,1,0,1,e,a,g
2,3,7,1,3,1,0,0,3,0,3,2,3,5,5,0,0,1,3,1,e,y,g
5,3,4,1,6,1,0,1,3,0,2,2,2,5,5,0,0,1,3,1,p,v,u
5,0,6,0,5,1,1,0,4,1,2,2,0,5,5,0,0,1,0,1,e,a,g
2,2,6,0,5,1,1,0,2,1,2,0,0,5,5,0,0,1,0,1,e,s,g
5,2,4,0,5,1,1,0,1,1,2,2,0,5,5,0,0,1,0,2,e,s,g
2,3,4,1,6,1,0,1,4,0,2,2,2,5,5,0,0,1,3,2,p,s,g
2,0,3,0,5,1,1,0,4,1,2,0,2,5,5,0,0,1,0,1,e,s,g
2,2,6,1,6,1,0,1,4,0,2,2,2,5,5,0,0,1,3,2,p,s,u
2,2,4,0,5,1,1,0,3,1,2,0,2,5,5,0,0,1,0,1,e,s,g
5,2,3,0,5,1,1,0,4,1,2,0,2,5,5,0,0,1,0,1,e,s,g
5,0,3,0,5,1,1,0,3,1,2,2,2,5,5,0,0,1,0,1,e,a,g
2,0,4,0,5,1,1,0,3,1,2,2,2,5,5,0,0,1,0,1,e,s,g
2,2,3,0,5,1,1,0,1,1,2,2,0,5,5,0,0,1,0,2,e,s,g
5,2,6,0,5,1,1,0,4,1,2,2,0,5,5,0,0,1,0,2,e,s,g
5,0,4,0,5,1,1,0,2,1,2,2,0,5,5,0,0,1,0,1,e,a,g
5,0,3,0,5,1,1,0,4,1,2,2,0,5,5,0,0,1,0,1,e,s,g
2,0,4,0,5,1,1,0,4,1,2,2,2,5,5,0,0,1,0,2,e,a,g
0,3,7,1,0,1,0,0,3,0,1,2,2,5,5,0,0,1,3,1,e,n,m
2,0,3,0,5,1,1,0,2,1,2,2,0,5,5,0,0,1,0,2,e,s,g
5,0,3,0,5,1,1,0,1,1,2,2,2,5,5,0,0,1,0,1,e,a,g
2,0,6,0,5,1,1,0,3,1,2,0,0,5,5,0,0,1,0,2,e,a,g
5,0,4,1,5,1,0,0,4,1,0,2,2,4,4,0,0,1,3,2,e,y,d
2,2,4,1,6,1,0,1,7,0,2,2,2,5,5,0,0,1,3,1,p,s,u
5,0,4,1,5,1,0,0,4,1,0,2,2,4,2,0,0,1,3,2,e,y,d
5,0,4,0,5,1,1,0,1,1,2,0,0,5,5,0,0,1,0,2,e,a,g
5,0,4,1,5,1,0,0,4,1,0,2,2,5,4,0,0,1,3,1,e,y,d
5,0,6,0,5,1,1,0,3,1,2,0,2,5,5,0,0,1,0,2,e,a,g
2,2,3,0,5,1,1,0,2,1,2,2,2,5,5,0,0,1,0,1,e,s,g
2,2,4,0,5,1,1,0,1,1,2,2,2,5,5,0,0,1,0,1,e,a,g
5,3,7,1,0,1,0,0,0,0,1,2,2,5,5,0,0,1,3,1,e,s,m
5,0,6,1,0,1,1,1,4,1,0,2,2,5,5,0,0,1,3,4,e,v,d
2,0,3,0,5,1,1,0,3,1,2,0,0,5,5,0,0,1,0,2,e,a,g
2,0,4,0,5,1,1,0,1,1,2,2,0,5,5,0,0,1,0,2,e,a,g
2,0,4,0,5,1,1,0,3,1,2,2,0,5,5,0,0,1,0,2,e,s,g
0,3,7,1,0,1,0,0,0,0,1,2,2,5,5,0,0,1,3,1,e,s,g
5,0,4,0,5,1,1,0,1,1,2,0,0,5,5,0,0,1,0,1,e,s,g
5,3,6,1,3,1,0,0,3,0,1,2,2,5,5,0,0,1,3,2,e,s,g
2,2,6,0,5,1,1,0,3,1,2,2,0,5,5,0,0,1,0,1,e,s,g
5,2,6,0,5,1,1,0,2,1,2,2,2,5,5,0,0,1,0,2,e,a,g
5,0,4,0,5,1,1,0,3,1,2,0,0,5,5,0,0,1,0,2,e,s,g
5,2,4,0,5,1,1,0,3,1,2,2,0,5,5,0,0,1,0,2,e,a,g
5,2,4,0,5,1,1,0,3,1,2,0,0,5,5,0,0,1,0,2,e,s,g
5,3,4,1,5,1,0,0,7,1,0,2,2,5,5,0,0,1,3,2,e,y,d
2,2,3,0,5,1,1,0,3,1,2,0,0,5,5,0,0,1,0,1,e,s,g
5,3,7,1,0,1,0,0,0,0,1,2,2,5,5,0,0,1,3,1,e,n,m
5,2,6,0,5,1,1,0,3,1,2,0,0,5,5,0,0,1,0,1,e,a,g
2,3,6,1,6,1,0,1,3,0,2,2,2,5,5,0,0,1,3,1,p,s,u
2,2,6,0,5,1,1,0,1,1,2,2,2,5,5,0,0,1,0,2,e,s,g
2,2,6,1,6,1,0,1,3,0,2,2,2,5,5,0,0,1,3,2,p,s,u
2,2,3,0,5,1,1,0,1,1,2,2,2,5,5,0,0,1,0,1,e,s,g
2,0,3,0,5,1,1,0,2,1,2,0,0,5,5,0,0,1,0,2,e,s,g
5,2,6,1,6,1,0,1,4,0,2,2,2,5,5,0,0,1,3,2,p,s,g
5,2,3,0,5,1,1,0,4,1,2,0,0,5,5,0,0,1,0,1,e,a,g
5,2,6,1,6,1,0,1,4,0,2,2,2,5,5,0,0,1,3,2,p,s,u
5,2,3,0,5,1,1,0,4,1,2,0,0,5,5,0,0,1,0,2,e,s,g
2,2,6,0,5,1,1,0,4,1,2,2,2,5,5,0,0,1,0,1,e,s,g
2,3,6,1,6,1,0,1,7,0,2,2,2,5,5,0,0,1,3,2,p,v,g
5,0,6,0,5,1,1,0,3,1,2,2,2,5,5,0,0,1,0,1,e,a,g
5,2,4,0,5,1,1,0,1,1,2,2,2,5,5,0,0,1,0,1,e,a,g
5,0,6,0,5,1,1,0,4,1,2,0,0,5,5,0,0,1,0,2,e,s,g
5,0,6,0,5,1,1,0,4,1,2,0,2,5,5,0,0,1,0,1,e,a,g
5,3,2,1,5,1,0,0,6,1,0,2,2,2,2,0,0,1,3,1,e,y,d
2,2,4,1,6,1,0,1,2,0,2,2,2,5,5,0,0,1,3,1,p,s,u
2,0,3,0,5,1,1,0,2,1,2,0,2,5,5,0,0,1,0,1,e,s,g
5,3,7,1,0,1,0,0,7,0,3,2,3,5,5,0,0,1,3,1,e,y,g
5,0,4,0,5,1,1,0,1,1,2,2,2,5,5,0,0,1,0,2,e,a,g
2,0,4,0,5,1,1,0,2,1,2,0,0,5,5,0,0,1,0,1,e,a,g
0,2,6,1,3,1,0,0,0,0,1,2,2,5,5,0,0,1,3,1,e,n,m
2,2,3,0,5,1,1,0,2,1,2,2,0,5,5,0,0,1,0,1,e,a,g
2,0,6,0,5,1,1,0,3,1,2,0,0,5,5,0,0,1,0,1,e,a,g
2,0,4,0,5,1,1,0,1,1,2,2,2,5,5,0,0,1,0,2,e,a,g
2,2,4,1,6,1,0,1,7,0,2,2,2,5,5,0,0,1,3,2,p,s,u
5,2,4,0,5,1,1,0,1,1,2,2,0,5,5,0,0,1,0,2,e,a,g
0,3,7,1,0,1,0,0,7,0,1,2,2,5,5,0,0,1,3,1,e,n,g
2,2,3,0,5,1,1,0,4,1,2,2,0,5,5,0,0,1,0,2,e,a,g
2,2,4,0,5,1,1,0,1,1,2,2,0,5,5,0,0,1,0,1,e,s,g
5,0,3,0,5,1,1,0,1,1,2,0,2,5,5,0,0,1,0,2,e,a,g
2,2,3,0,5,1,1,0,4,1,2,2,0,5,5,0,0,1,0,1,e,s,g
5,0,4,0,5,1,1,0,4,1,2,0,2,5,5,0,0,1,0,1,e,a,g
5,0,4,1,5,1,0,0,4,1,0,2,2,4,2,0,0,1,3,2,e,v,d
0,3,6,1,3,1,0,0,0,0,1,2,2,5,5,0,0,1,3,2,e,n,m
5,0,3,1,5,1,0,0,3,1,0,2,2,2,5,0,0,1,3,2,e,v,d
2,3,4,1,6,1,0,1,4,0,2,2,2,5,5,0,0,1,3,1,p,s,g
5,2,6,0,5,1,1,0,1,1,2,2,2,5,5,0,0,1,0,2,e,a,g
2,2,4,1,6,1,0,1,2,0,2,2,2,5,5,0,0,1,3,1,p,v,u
2,2,4,0,5,1,1,0,3,1,2,2,0,5,5,0,0,1,0,2,e,a,g
2,0,4,0,5,1,1,0,2,1,2,2,0,5,5,0,0,1,0,1,e,a,g
5,0,6,0,5,1,1,0,2,1,2,2,0,5,5,0,0,1,0,1,e,a,g
5,0,4,0,5,1,1,0,3,1,2,0,2,5,5,0,0,1,0,2,e,a,g
2,2,4,0,5,1,1,0,3,1,2,0,0,5,5,0,0,1,0,2,e,s,g
5,2,7,1,3,1,0,0,0,0,1,2,2,5,5,0,0,1,3,1,e,s,g
2,2,6,0,5,1,1,0,2,1,2,2,0,5,5,0,0,1,0,1,e,a,g
5,2,6,0,5,1,1,0,2,1,2,0,2,5,5,0,0,1,0,1,e,s,g
5,3,4,1,6,1,0,1,4,0,2,2,2,5,5,0,0,1,3,1,p,v,g
2,0,3,0,5,1,1,0,3,1,2,2,0,5,5,0,0,1,0,1,e,a,g
2,3,4,1,6,1,0,1,3,0,2,2,2,5,5,0,0,1,3,1,p,s,g
2,0,6,0,5,1,1,0,3,1,2,2,2,5,5,0,0,1,0,1,e,a,g
5,0,4,1,5,1,0,0,4,1,0,2,2,4,5,0,0,1,3,1,e,v,d
5,0,3,0,5,1,1,0,2,1,2,2,0,5,5,0,0,1,0,1,e,s,g
2,2,4,1,6,1,0,1,7,0,2,2,2,5,5,0,0,1,3,2,p,v,u
2,2,3,0,5,1,1,0,1,1,2,2,0,5,5,0,0,1,0,1,e,s,g
5,2,6,1,6,1,0,1,7,0,2,2,2,5,5,0,0,1,3,2,p,v,u
5,0,4,1,5,1,0,0,4,1,0,2,2,2,2,0,0,1,3,2,e,v,d
5,0,4,0,5,1,1,0,4,1,2,0,2,5,5,0,0,1,0,2,e,s,g
5,3,7,1,0,1,0,0,3,0,3,2,3,5,5,0,0,1,3,2,e,s,p
2,0,6,0,5,1,1,0,1,1,2,0,0,5,5,0,0,1,0,1,e,s,g
2,2,6,0,5,1,1,0,4,1,2,2,0,5,5,0,0,1,0,2,e,a,g
5,0,3,0,5,1,1,0,3,1,2,0,2,5,5,0,0,1,0,2,e,s,g
2,0,3,0,5,1,1,0,4,1,2,0,0,5,5,0,0,1,0,1,e,s,g
2,0,6,0,5,1,1,0,3,1,2,2,0,5,5,0,0,1,0,2,e,a,g
5,0,3,0,5,1,1,0,3,1,2,0,0,5,5,0,0,1,0,1,e,s,g
2,0,3,0,5,1,1,0,2,1,2,0,0,5,5,0,0,1,0,2,e,a,g
5,0,3,1,5,1,0,0,7,1,0,2,2,5,5,0,0,1,3,2,e,v,d
5,2,3,0,5,1,1,0,4,1,2,0,2,5,5,0,0,1,0,1,e,a,g
2,2,3,0,5,1,1,0,4,1,2,0,2,5,5,0,0,1,0,1,e,s,g
5,3,4,1,3,1,0,0,7,0,3,2,3,5,5,0,0,1,3,2,e,s,g
5,3,3,1,5,1,0,0,3,1,0,2,2,4,2,0,0,1,3,1,e,y,d
2,2,3,0,5,1,1,0,2,1,2,0,0,5,5,0,0,1,0,1,e,a,g
2,0,6,0,5,1,1,0,2,1,2,2,0,5,5,0,0,1,0,2,e,s,g
2,2,4,0,5,1,1,0,1,1,2,0,0,5,5,0,0,1,0,2,e,a,g
2,0,6,0,5,1,1,0,4,1,2,2,2,5,5,0,0,1,0,1,e,s,g
2,0,4,0,5,1,1,0,3,1,2,2,0,5,5,0,0,1,0,1,e,a,g
2,2,3,0,5,1,1,0,2,1,2,2,2,5,5,0,0,1,0,1,e,a,g
5,2,4,0,5,1,1,0,3,1,2,2,2,5,5,0,0,1,0,2,e,s,g
5,0,4,1,5,1,0,0,4,1,0,2,2,5,5,0,0,1,3,2,e,y,d
5,2,4,0,5,1,1,0,2,1,2,0,0,5,5,0,0,1,0,2,e,s,g
5,0,4,0,5,1,1,0,2,1,2,0,2,5,5,0,0,1,0,1,e,a,g
2,2,6,0,5,1,1,0,4,1,2,0,0,5,5,0,0,1,0,2,e,a,g
5,0,4,0,5,1,0,1,4,0,2,2,2,5,5,0,0,1,3,1,e,y,u
2,2,6,1,6,1,0,1,4,0,2,2,2,5,5,0,0,1,3,1,p,s,u
2,2,4,1,6,1,0,1,4,0,2,2,2,5,5,0,0,1,3,2,p,v,g
5,0,4,1,5,1,0,0,6,1,0,2,2,5,2,0,0,1,3,1,e,v,d
5,2,6,0,5,1,1,0,3,1,2,0,2,5,5,0,0,1,0,2,e,a,g
2,0,3,0,5,1,1,0,2,1,2,2,2,5,5,0,0,1,0,2,e,a,g
5,2,4,0,5,1,1,0,1,1,2,2,2,5,5,0,0,1,0,2,e,s,g
5,0,4,0,5,1,1,0,1,1,2,0,0,5,5,0,0,1,0,2,e,s,g
5,2,3,0,5,1,1,0,1,1,2,2,2,5,5,0,0,1,0,1,e,s,g
2,0,3,0,5,1,1,0,3,1,2,0,0,5,5,0,0,1,0,1,e,a,g
2,2,4,0,5,1,1,0,4,1,2,2,0,5,5,0,0,1,0,2,e,s,g
2,2,3,0,5,1,1,0,3,1,2,2,0,5,5,0,0,1,0,1,e,a,g
5,0,2,1,5,1,0,0,3,1,0,2,2,4,4,0,0,1,3,1,e,v,d
2,3,6,1,6,1,0,1,2,0,2,2,2,5,5,0,0,1,3,2,p,v,u
5,0,4,0,5,1,1,0,1,1,2,0,2,5,5,0,0,1,0,2,e,s,g
5,0,4,1,5,1,0,0,3,1,0,2,2,5,2,0,0,1,3,2,e,v,d
2,2,4,1,6,1,0,1,2,0,2,2,2,5,5,0,0,1,3,2,p,s,u
2,2,6,1,6,1,0,1,2,0,2,2,2,5,5,0,0,1,3,1,p,v,g
2,2,6,1,6,1,0,1,3,0,2,2,2,5,5,0,0,1,3,1,p,s,u
2,0,6,0,5,1,1,0,1,1,2,2,0,5,5,0,0,1,0,2,e,a,g
2,2,4,0,5,1,1,0,1,1,2,0,2,5,5,0,0,1,0,2,e,s,g
2,0,4,0,5,1,1,0,1,1,2,0,0,5,5,0,0,1,0,1,e,a,g
5,2,4,0,5,1,1,0,1,1,2,2,0,5,5,0,0,1,0,1,e,a,g
2,2,4,0,5,1,1,0,2,1,2,2,0,5,5,0,0,1,0,1,e,a,g
2,2,6,1,6,1,0,1,4,0,2,2,2,5,5,0,0,1,3,2,p,v,g
2,2,6,1,6,1,0,1,3,0,2,2,2,5,5,0,0,1,3,1,p,v,g
2,2,3,0,5,1,1,0,4,1,2,0,0,5,5,0,0,1,0,2,e,a,g
5,2,4,0,5,1,1,0,2,1,2,0,2,5,5,0,0,1,0,1,e,a,g
5,2,4,0,5,1,1,0,1,1,2,0,0,5,5,0,0,1,0,2,e,s,g
5,0,4,1,5,1,0,0,7,1,0,2,2,5,2,0,0,1,3,1,e,v,d
5,0,4,1,5,1,0,0,3,1,0,2,2,2,5,0,0,1,3,2,e,v,d
2,0,6,0,5,1,1,0,4,1,2,0,2,5,5,0,0,1,0,1,e,a,g
2,0,6,0,5,1,1,0,3,1,2,0,2,5,5,0,0,1,0,2,e,s,g
5,0,6,0,5,1,1,0,2,1,2,0,0,5,5,0,0,1,0,1,e,a,g
5,2,7,1,3,1,0,0,3,0,1,2,2,5,5,0,0,1,3,2,e,n,m
2,2,3,0,5,1,1,0,3,1,2,0,0,5,5,0,0,1,0,2,e,a,g
5,2,6,0,5,1,1,0,1,1,2,2,0,5,5,0,0,1,0,2,e,s,g
5,0,4,0,5,1,1,0,3,1,2,2,2,5,5,0,0,1,0,2,e,s,g
5,0,4,0,5,1,1,0,4,1,2,0,2,5,5,0,0,1,0,2,e,a,g
5,2,6,0,5,1,1,0,3,1,2,2,2,5,5,0,0,1,0,2,e,s,g
5,2,4,0,5,1,1,0,1,1,2,0,0,5,5,0,0,1,0,1,e,s,g
5,2,3,0,5,1,1,0,1,1,2,0,2,5,5,0,0,1,0,2,e,s,g
5,2,3,0,5,1,1,0,4,1,2,2,0,5,5,0,0,1,0,1,e,s,g
2,2,6,0,5,1,1,0,4,1,2,2,2,5,5,0,0,1,0,2,e,s,g
5,2,4,0,5,1,1,0,3,1,2,0,0,5,5,0,0,1,0,1,e,a,g
2,0,3,0,5,1,1,0,4,1,2,2,2,5,5,0,0,1,0,2,e,s,g
2,0,6,0,5,1,1,0,1,1,2,2,2,5,5,0,0,1,0,1,e,s,g
5,0,6,0,5,1,1,0,3,1,2,2,2,5,5,0,0,1,0,2,e,a,g
2,0,3,0,5,1,1,0,1,1,2,0,2,5,5,0,0,1,0,1,e,s,g
5,0,3,0,5,1,1,0,4,1,2,2,0,5,5,0,0,1,0,1,e,a,g
5,3,7,1,0,1,0,0,0,0,1,2,2,5,5,0,0,1,3,1,e,n,g
5,2,7,1,3,1,0,0,3,0,1,2,2,5,5,0,0,1,3,1,e,n,g
5,2,6,0,5,1,1,0,4,1,2,2,0,5,5,0,0,1,0,1,e,a,g
5,3,4,1,6,1,0,1,2,0,2,2,2,5,5,0,0,1,3,1,p,s,g
5,0,6,0,5,1,1,0,2,1,2,2,0,5,5,0,0,1,0,2,e,s,g
5,2,6,1,6,1,0,1,7,0,2,2,2,5,5,0,0,1,3,1,p,s,u
5,3,3,1,5,1,0,0,3,1,0,2,2,4,2,0,0,1,3,2,e,v,d
2,2,6,1,6,1,0,1,7,0,2,2,2,5,5,0,0,1,3,1,p,v,u
5,3,7,1,3,1,0,0,0,0,1,2,2,5,5,0,0,1,3,2,e,s,g
5,3,6,1,3,1,0,0,3,0,1,2,2,5,5,0,0,1,3,2,e,n,m
2,3,4,1,3,1,0,0,3,0,3,2,3,5,5,0,0,1,3,2,e,y,p
5,2,6,0,5,1,1,0,3,1,2,2,0,5,5,0,0,1,0,2,e,s,g
2,2,4,0,5,1,1,0,4,1,2,0,2,5,5,0,0,1,0,1,e,s,g
5,2,3,0,5,1,1,0,4,1,2,2,2,5,5,0,0,1,0,1,e,a,g
5,2,6,0,5,1,1,0,3,1,2,0,2,5,5,0,0,1,0,1,e,a,g
2,2,4,0,5,1,1,0,1,1,2,0,0,5,5,0,0,1,0,2,e,s,g
2,2,4,0,5,1,1,0,3,1,2,2,2,5,5,0,0,1,0,1,e,a,g
5,2,3,0,5,1,1,0,3,1,2,0,0,5,5,0,0,1,0,1,e,s,g
0,2,6,1,3,1,0,0,3,0,1,2,2,5,5,0,0,1,3,2,e,n,g
5,2,3,0,5,1,1,0,4,1,2,2,2,5,5,0,0,1,0,1,e,s,g
5,2,7,1,3,1,0,0,7,0,1,2,2,5,5,0,0,1,3,1,e,s,m
2,3,6,1,6,1,0,1,3,0,2,2,2,5,5,0,0,1,3,1,p,v,g
2,2,6,0,5,1,1,0,4,1,2,0,0,5,5,0,0,1,0,1,e,s,g
2,2,4,0,5,1,1,0,1,1,2,0,0,5,5,0,0,1,0,1,e,s,g
2,2,3,0,5,1,1,0,3,1,2,2,2,5,5,0,0,1,0,2,e,s,g
2,0,3,0,5,1,1,0,1,1,2,0,2,5,5,0,0,1,0,2,e,s,g
5,3,4,1,5,1,0,0,4,1,0,2,2,2,5,0,0,1,3,2,e,y,d
5,0,4,1,5,1,0,0,3,1,0,2,2,2,2,0,0,1,3,1,e,y,d
5,3,7,1,0,1,0,0,3,0,3,2,3,5,5,0,0,1,3,2,e,y,p
5,0,3,1,5,1,0,0,7,1,0,2,2,4,4,0,0,1,3,1,e,y,d
2,0,3,0,5,1,1,0,4,1,2,0,0,5,5,0,0,1,0,2,e,a,g
2,2,4,0,5,1,1,0,1,1,2,0,2,5,5,0,0,1,0,1,e,s,g
2,2,6,0,5,1,1,0,3,1,2,2,0,5,5,0,0,1,0,2,e,a,g
5,0,3,0,5,1,1,0,2,1,2,0,2,5,5,0,0,1,0,2,e,a,g
2,2,6,0,5,1,1,0,3,1,2,0,0,5,5,0,0,1,0,1,e,s,g
2,0,3,0,5,1,1,0,3,1,2,0,2,5,5,0,0,1,0,2,e,a,g
5,0,3,0,5,1,1,0,2,1,2,2,2,5,5,0,0,1,0,2,e,a,g
5,2,4,0,5,1,1,0,2,1,2,2,0,5,5,0,0,1,0,2,e,a,g
5,0,4,1,5,1,0,0,7,1,0,2,2,5,2,0,0,1,3,1,e,y,d
2,2,6,0,5,1,1,0,2,1,2,2,2,5,5,0,0,1,0,2,e,s,g
2,0,4,0,5,1,1,0,3,1,2,0,2,5,5,0,0,1,0,1,e,s,g
2,3,4,1,6,1,0,1,7,0,2,2,2,5,5,0,0,1,3,1,p,s,g
5,0,4,1,5,1,0,0,3,1,0,2,2,4,5,0,0,1,3,1,e,y,d
5,0,4,0,5,1,1,0,4,1,2,0,0,5,5,0,0,1,0,1,e,s,g
2,0,6,0,5,1,1,0,3,1,2,2,0,5,5,0,0,1,0,1,e,s,g
2,3,4,1,6,1,0,1,3,0,2,2,2,5,5,0,0,1,3,2,p,v,u
