squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,hasStormProtector,basement,attic,garage,hasGuestRoom
35503.0,12.0,1.0,1.0,5.0,5680.0,6.0,8.0,1.0,7685.0,6884.0,459.0,3.0
56701.0,27.0,1.0,1.0,36.0,27612.0,4.0,1.0,0.0,7864.0,6314.0,706.0,4.0
27786.0,79.0,0.0,1.0,45.0,6863.0,9.0,2.0,0.0,5008.0,9584.0,519.0,6.0
17685.0,13.0,0.0,1.0,46.0,5544.0,3.0,4.0,1.0,4525.0,5811.0,153.0,4.0
36871.0,80.0,0.0,1.0,71.0,83409.0,2.0,4.0,1.0,7399.0,3115.0,507.0,0.0
66070.0,38.0,1.0,1.0,10.0,28904.0,1.0,4.0,0.0,9697.0,7179.0,375.0,5.0
78004.0,71.0,1.0,1.0,96.0,39708.0,10.0,10.0,1.0,4527.0,2138.0,329.0,6.0
11998.0,61.0,1.0,1.0,53.0,75319.0,3.0,9.0,1.0,5529.0,198.0,979.0,6.0
27176.0,60.0,0.0,1.0,26.0,19848.0,3.0,7.0,0.0,6042.0,2264.0,452.0,6.0
79517.0,9.0,1.0,0.0,45.0,75550.0,6.0,2.0,1.0,8360.0,9493.0,190.0,5.0
99367.0,5.0,0.0,1.0,21.0,74910.0,9.0,9.0,1.0,9239.0,4715.0,856.0,8.0
94222.0,26.0,0.0,0.0,75.0,25384.0,3.0,8.0,0.0,5350.0,3550.0,305.0,2.0
30144.0,93.0,1.0,1.0,94.0,75883.0,5.0,3.0,1.0,7886.0,4098.0,253.0,4.0
84688.0,40.0,0.0,0.0,45.0,46574.0,7.0,8.0,1.0,5093.0,944.0,645.0,8.0
58623.0,42.0,0.0,1.0,15.0,51826.0,1.0,7.0,0.0,3185.0,9226.0,755.0,4.0
97380.0,94.0,1.0,1.0,7.0,39343.0,9.0,5.0,0.0,6798.0,2050.0,997.0,7.0
16668.0,62.0,1.0,0.0,68.0,14451.0,10.0,10.0,1.0,4303.0,7846.0,513.0,5.0
73212.0,16.0,1.0,0.0,70.0,88064.0,4.0,6.0,1.0,3789.0,6826.0,984.0,9.0
18053.0,51.0,0.0,0.0,5.0,411.0,1.0,1.0,0.0,174.0,9186.0,675.0,7.0
3205.0,52.0,1.0,0.0,4.0,95483.0,5.0,10.0,0.0,9186.0,4968.0,580.0,7.0
62506.0,72.0,0.0,0.0,54.0,43453.0,4.0,5.0,0.0,3573.0,5284.0,635.0,0.0
8394.0,36.0,1.0,1.0,23.0,96728.0,9.0,4.0,1.0,7546.0,2949.0,548.0,0.0
88637.0,80.0,0.0,0.0,50.0,72632.0,6.0,2.0,1.0,755.0,5076.0,801.0,6.0
85275.0,61.0,1.0,0.0,97.0,66466.0,8.0,6.0,0.0,7590.0,1064.0,484.0,0.0
24420.0,46.0,0.0,0.0,27.0,25095.0,6.0,6.0,1.0,501.0,1732.0,293.0,0.0
52912.0,87.0,1.0,1.0,15.0,29874.0,8.0,2.0,0.0,2340.0,7491.0,687.0,6.0
6708.0,96.0,1.0,0.0,12.0,17450.0,1.0,5.0,1.0,2487.0,6458.0,307.0,7.0
30514.0,83.0,1.0,0.0,73.0,69989.0,5.0,4.0,1.0,7080.0,8053.0,538.0,4.0
87543.0,85.0,0.0,1.0,10.0,85635.0,9.0,6.0,0.0,4940.0,1464.0,623.0,8.0
48324.0,27.0,1.0,0.0,80.0,34094.0,7.0,9.0,0.0,7317.0,6159.0,806.0,0.0
43247.0,6.0,0.0,0.0,9.0,7804.0,8.0,8.0,0.0,9115.0,6839.0,269.0,3.0
48932.0,96.0,1.0,1.0,4.0,11534.0,3.0,3.0,1.0,257.0,7363.0,349.0,0.0
926.0,57.0,1.0,0.0,94.0,59625.0,1.0,1.0,1.0,5063.0,6310.0,716.0,0.0
61039.0,89.0,0.0,1.0,89.0,33654.0,5.0,8.0,0.0,8374.0,2465.0,295.0,2.0
57967.0,52.0,1.0,1.0,68.0,20438.0,1.0,10.0,0.0,5172.0,8075.0,644.0,10.0
24313.0,46.0,1.0,0.0,53.0,79612.0,5.0,8.0,0.0,1365.0,1075.0,437.0,10.0
65546.0,74.0,1.0,0.0,21.0,48157.0,2.0,8.0,0.0,1708.0,6526.0,585.0,0.0
58284.0,35.0,1.0,0.0,73.0,21375.0,7.0,8.0,1.0,4127.0,8457.0,753.0,0.0
65417.0,66.0,0.0,0.0,82.0,52099.0,4.0,9.0,0.0,5200.0,4265.0,891.0,5.0
67724.0,64.0,1.0,1.0,32.0,21319.0,5.0,1.0,1.0,9339.0,6052.0,751.0,2.0
62039.0,56.0,0.0,0.0,41.0,42570.0,8.0,7.0,0.0,1876.0,5443.0,905.0,4.0
55369.0,37.0,1.0,0.0,52.0,30414.0,10.0,4.0,0.0,4601.0,6754.0,336.0,3.0
27592.0,14.0,0.0,1.0,24.0,21238.0,9.0,5.0,1.0,9886.0,4315.0,246.0,8.0
99757.0,15.0,1.0,1.0,34.0,27168.0,3.0,4.0,1.0,132.0,5236.0,313.0,0.0
56256.0,84.0,1.0,1.0,84.0,50132.0,8.0,8.0,1.0,3473.0,717.0,931.0,0.0
79718.0,53.0,0.0,0.0,89.0,92403.0,7.0,7.0,1.0,4743.0,1691.0,439.0,8.0
77913.0,6.0,0.0,0.0,82.0,89070.0,9.0,3.0,0.0,6930.0,9386.0,561.0,9.0
11169.0,97.0,1.0,1.0,97.0,16604.0,4.0,9.0,1.0,2978.0,2048.0,171.0,4.0
15723.0,100.0,0.0,1.0,5.0,58404.0,6.0,4.0,0.0,2554.0,6862.0,253.0,3.0
40806.0,34.0,1.0,1.0,71.0,30320.0,9.0,7.0,1.0,6778.0,779.0,716.0,7.0
39348.0,26.0,1.0,1.0,65.0,89279.0,1.0,4.0,0.0,6637.0,9738.0,139.0,1.0
17762.0,59.0,1.0,0.0,40.0,5346.0,4.0,10.0,0.0,6834.0,51.0,457.0,6.0
16006.0,64.0,1.0,0.0,81.0,51164.0,8.0,7.0,1.0,5205.0,4975.0,431.0,9.0
49026.0,22.0,0.0,0.0,12.0,6161.0,3.0,8.0,0.0,6192.0,9430.0,318.0,8.0
43905.0,58.0,0.0,1.0,49.0,77800.0,3.0,9.0,1.0,1108.0,8561.0,191.0,4.0
45323.0,16.0,1.0,1.0,60.0,64002.0,9.0,7.0,1.0,4067.0,1691.0,779.0,4.0
37656.0,7.0,0.0,0.0,87.0,83215.0,6.0,8.0,0.0,3590.0,4798.0,703.0,2.0
96151.0,75.0,1.0,1.0,100.0,77044.0,4.0,3.0,0.0,481.0,9967.0,224.0,0.0
61788.0,26.0,0.0,0.0,39.0,65261.0,5.0,7.0,0.0,1256.0,3981.0,341.0,7.0
4933.0,77.0,0.0,0.0,3.0,68463.0,7.0,5.0,0.0,8050.0,2871.0,296.0,4.0
36905.0,38.0,0.0,0.0,96.0,69830.0,2.0,7.0,0.0,9950.0,2629.0,705.0,10.0
5589.0,17.0,1.0,1.0,64.0,29337.0,4.0,3.0,0.0,2946.0,2894.0,547.0,2.0
83526.0,38.0,1.0,1.0,84.0,98333.0,4.0,10.0,0.0,4920.0,3764.0,533.0,8.0
62166.0,68.0,1.0,1.0,42.0,23510.0,8.0,6.0,1.0,800.0,456.0,911.0,2.0
82953.0,36.0,0.0,0.0,94.0,10967.0,5.0,1.0,0.0,9535.0,9545.0,634.0,2.0
97895.0,1.0,0.0,1.0,45.0,50340.0,8.0,4.0,0.0,5932.0,1618.0,783.0,2.0
69265.0,11.0,0.0,1.0,83.0,37564.0,1.0,9.0,1.0,6004.0,4723.0,803.0,5.0
85476.0,36.0,1.0,0.0,44.0,83386.0,9.0,7.0,1.0,6698.0,6043.0,692.0,7.0
50251.0,14.0,1.0,1.0,53.0,46201.0,9.0,5.0,1.0,1647.0,3810.0,141.0,8.0
11484.0,92.0,1.0,0.0,4.0,32303.0,10.0,2.0,0.0,4233.0,6506.0,682.0,10.0
17315.0,4.0,1.0,0.0,80.0,51611.0,1.0,2.0,1.0,5949.0,4237.0,666.0,0.0
36511.0,57.0,1.0,0.0,12.0,58072.0,1.0,6.0,1.0,5545.0,9658.0,312.0,3.0
88307.0,62.0,1.0,1.0,11.0,17575.0,3.0,5.0,1.0,9220.0,6850.0,613.0,1.0
27900.0,1.0,1.0,0.0,96.0,47836.0,9.0,3.0,1.0,5210.0,7900.0,622.0,7.0
78199.0,93.0,0.0,1.0,15.0,19890.0,9.0,10.0,0.0,4837.0,2752.0,569.0,4.0
21912.0,73.0,0.0,0.0,42.0,87120.0,3.0,8.0,1.0,8105.0,249.0,366.0,7.0
9374.0,93.0,0.0,1.0,64.0,2532.0,9.0,1.0,1.0,3792.0,3120.0,490.0,6.0
89490.0,98.0,0.0,0.0,47.0,1906.0,2.0,4.0,0.0,7956.0,8045.0,762.0,1.0
43204.0,26.0,0.0,0.0,60.0,66353.0,10.0,7.0,1.0,7185.0,148.0,945.0,2.0
16357.0,96.0,1.0,1.0,15.0,67409.0,3.0,10.0,0.0,6899.0,9041.0,464.0,9.0
88997.0,90.0,1.0,0.0,84.0,63734.0,7.0,2.0,0.0,6367.0,5762.0,404.0,7.0
36705.0,38.0,0.0,1.0,23.0,94515.0,5.0,2.0,1.0,2585.0,6833.0,450.0,3.0
63751.0,77.0,1.0,1.0,37.0,46897.0,5.0,4.0,0.0,4432.0,7487.0,833.0,5.0
98419.0,62.0,0.0,0.0,18.0,55349.0,5.0,7.0,1.0,2894.0,7103.0,731.0,4.0
21167.0,27.0,1.0,0.0,66.0,49280.0,10.0,4.0,0.0,4548.0,6383.0,625.0,9.0
11629.0,92.0,1.0,1.0,64.0,29180.0,4.0,6.0,0.0,320.0,1148.0,201.0,9.0
60278.0,96.0,0.0,1.0,38.0,27336.0,10.0,10.0,1.0,1956.0,934.0,269.0,4.0
84619.0,27.0,1.0,0.0,35.0,11177.0,7.0,9.0,1.0,7529.0,8056.0,482.0,8.0
33779.0,69.0,1.0,1.0,46.0,93149.0,2.0,6.0,1.0,6656.0,1594.0,881.0,6.0
85134.0,65.0,0.0,1.0,94.0,33732.0,8.0,10.0,0.0,9053.0,1150.0,846.0,1.0
70137.0,41.0,0.0,0.0,85.0,87234.0,6.0,2.0,1.0,4538.0,3321.0,893.0,10.0
94839.0,98.0,1.0,0.0,94.0,99526.0,4.0,3.0,0.0,408.0,4915.0,120.0,6.0
13735.0,92.0,0.0,1.0,1.0,81466.0,4.0,8.0,0.0,3610.0,898.0,690.0,9.0
42940.0,15.0,1.0,0.0,95.0,82359.0,1.0,9.0,0.0,880.0,9484.0,460.0,9.0
55144.0,48.0,1.0,1.0,87.0,50758.0,3.0,7.0,1.0,2299.0,543.0,724.0,8.0
63505.0,37.0,1.0,0.0,5.0,794.0,10.0,9.0,0.0,1791.0,981.0,547.0,4.0
31869.0,19.0,1.0,0.0,51.0,54028.0,2.0,6.0,0.0,1412.0,5277.0,333.0,1.0
79857.0,62.0,0.0,0.0,46.0,16261.0,3.0,10.0,1.0,4707.0,1272.0,469.0,2.0
21796.0,25.0,0.0,1.0,8.0,21907.0,4.0,3.0,0.0,2344.0,8818.0,302.0,6.0
5724.0,31.0,1.0,1.0,24.0,54529.0,6.0,5.0,1.0,4580.0,6318.0,479.0,9.0
79837.0,56.0,0.0,1.0,61.0,9646.0,10.0,3.0,0.0,6045.0,4814.0,939.0,8.0
68856.0,98.0,1.0,1.0,57.0,91700.0,10.0,6.0,1.0,7138.0,4102.0,725.0,0.0
6473.0,56.0,0.0,1.0,35.0,81925.0,2.0,9.0,0.0,822.0,5489.0,568.0,7.0
20159.0,23.0,1.0,1.0,54.0,38198.0,7.0,4.0,0.0,6989.0,1853.0,283.0,9.0
76995.0,87.0,0.0,1.0,50.0,36733.0,5.0,2.0,1.0,7098.0,5945.0,688.0,5.0
51461.0,45.0,1.0,1.0,28.0,7520.0,1.0,4.0,0.0,1861.0,1316.0,198.0,10.0
57104.0,9.0,1.0,1.0,49.0,98123.0,3.0,2.0,0.0,1420.0,9330.0,640.0,9.0
64834.0,64.0,1.0,0.0,17.0,15351.0,7.0,7.0,0.0,3719.0,5893.0,546.0,7.0
60162.0,93.0,1.0,0.0,9.0,69653.0,5.0,9.0,1.0,874.0,2635.0,101.0,9.0
88942.0,46.0,1.0,0.0,68.0,10789.0,3.0,3.0,0.0,2778.0,9520.0,183.0,2.0
35551.0,82.0,1.0,1.0,4.0,93906.0,6.0,5.0,0.0,1082.0,9949.0,510.0,9.0
63076.0,8.0,1.0,1.0,54.0,43957.0,2.0,6.0,1.0,8663.0,9637.0,670.0,5.0
69073.0,4.0,0.0,1.0,7.0,79740.0,8.0,1.0,1.0,7827.0,3534.0,830.0,3.0
62979.0,58.0,1.0,0.0,85.0,85267.0,7.0,7.0,0.0,4145.0,9449.0,905.0,1.0
97328.0,43.0,0.0,1.0,83.0,21032.0,6.0,4.0,1.0,8767.0,5270.0,218.0,0.0
83520.0,50.0,0.0,0.0,78.0,49694.0,1.0,8.0,1.0,4440.0,3848.0,807.0,6.0
77791.0,94.0,1.0,0.0,67.0,54273.0,5.0,5.0,0.0,2582.0,2734.0,854.0,3.0
45215.0,81.0,1.0,0.0,40.0,21573.0,8.0,8.0,0.0,5896.0,4706.0,964.0,4.0
12012.0,78.0,0.0,0.0,83.0,87662.0,8.0,9.0,1.0,2412.0,7689.0,140.0,2.0
55113.0,22.0,1.0,1.0,12.0,52712.0,10.0,8.0,1.0,2108.0,3446.0,936.0,0.0
39298.0,78.0,0.0,1.0,40.0,8190.0,7.0,3.0,0.0,9636.0,1714.0,583.0,0.0
83705.0,94.0,0.0,0.0,27.0,39119.0,2.0,10.0,0.0,6632.0,1689.0,757.0,9.0
84039.0,59.0,1.0,0.0,82.0,68337.0,4.0,8.0,1.0,344.0,9885.0,571.0,8.0
61089.0,8.0,1.0,0.0,14.0,37124.0,5.0,7.0,1.0,8139.0,8026.0,359.0,10.0
73080.0,96.0,1.0,0.0,28.0,17491.0,3.0,2.0,1.0,2800.0,3779.0,687.0,2.0
31501.0,57.0,0.0,1.0,67.0,15589.0,2.0,7.0,0.0,5054.0,6403.0,139.0,9.0
39170.0,54.0,1.0,1.0,41.0,54522.0,7.0,10.0,1.0,2427.0,8845.0,187.0,7.0
41000.0,5.0,0.0,1.0,8.0,99402.0,2.0,7.0,0.0,7245.0,4667.0,668.0,0.0
27803.0,8.0,0.0,1.0,75.0,93214.0,10.0,7.0,0.0,2798.0,9431.0,228.0,6.0
13910.0,75.0,1.0,1.0,80.0,16214.0,1.0,3.0,1.0,1194.0,2917.0,103.0,2.0
91275.0,17.0,0.0,1.0,21.0,86999.0,7.0,6.0,1.0,5497.0,2263.0,224.0,8.0
60018.0,28.0,1.0,0.0,64.0,42617.0,4.0,5.0,1.0,554.0,7137.0,336.0,2.0
3237.0,82.0,1.0,0.0,99.0,56257.0,4.0,9.0,1.0,7466.0,8347.0,202.0,10.0
65946.0,98.0,0.0,1.0,63.0,35928.0,1.0,8.0,1.0,5802.0,1095.0,740.0,1.0
84696.0,69.0,0.0,1.0,25.0,76100.0,7.0,4.0,1.0,6935.0,5142.0,541.0,6.0
8392.0,81.0,1.0,0.0,97.0,90768.0,1.0,1.0,1.0,5071.0,7075.0,844.0,6.0
29063.0,54.0,1.0,1.0,100.0,37116.0,3.0,9.0,1.0,2467.0,4910.0,294.0,1.0
84148.0,97.0,1.0,0.0,100.0,48583.0,2.0,10.0,1.0,9349.0,9814.0,864.0,2.0
67210.0,22.0,0.0,1.0,68.0,63246.0,3.0,9.0,1.0,4144.0,1204.0,613.0,0.0
61129.0,44.0,1.0,1.0,33.0,91577.0,10.0,3.0,0.0,8553.0,6798.0,440.0,10.0
63416.0,94.0,0.0,0.0,72.0,10070.0,1.0,8.0,1.0,3566.0,6130.0,141.0,8.0
12636.0,70.0,0.0,1.0,28.0,96190.0,2.0,2.0,1.0,9656.0,8846.0,481.0,0.0
70806.0,79.0,0.0,1.0,62.0,84562.0,6.0,10.0,1.0,7008.0,7774.0,310.0,1.0
29589.0,44.0,1.0,1.0,53.0,47268.0,6.0,5.0,0.0,4510.0,9146.0,923.0,7.0
14621.0,40.0,0.0,0.0,41.0,31633.0,4.0,4.0,0.0,9586.0,6957.0,633.0,7.0
28281.0,49.0,0.0,0.0,33.0,78659.0,8.0,1.0,0.0,8210.0,8529.0,839.0,5.0
1832.0,94.0,0.0,1.0,76.0,74108.0,4.0,8.0,1.0,1757.0,7469.0,937.0,10.0
77216.0,46.0,0.0,0.0,57.0,18773.0,4.0,5.0,1.0,578.0,7732.0,456.0,4.0
80909.0,44.0,0.0,0.0,37.0,28216.0,2.0,9.0,1.0,1151.0,6421.0,627.0,5.0
64411.0,88.0,0.0,0.0,28.0,7876.0,3.0,5.0,0.0,5730.0,1854.0,905.0,2.0
42490.0,73.0,0.0,1.0,20.0,25477.0,10.0,3.0,1.0,4773.0,3534.0,706.0,8.0
32724.0,84.0,0.0,0.0,27.0,85317.0,8.0,4.0,0.0,6354.0,4899.0,757.0,0.0
4502.0,94.0,0.0,1.0,90.0,92912.0,8.0,6.0,1.0,6372.0,8791.0,977.0,0.0
95464.0,28.0,1.0,0.0,88.0,91646.0,3.0,7.0,1.0,5369.0,3335.0,293.0,8.0
27541.0,55.0,1.0,0.0,75.0,93110.0,6.0,2.0,0.0,3935.0,87.0,856.0,1.0
42648.0,55.0,1.0,0.0,61.0,65569.0,5.0,3.0,1.0,8489.0,5873.0,533.0,1.0
80002.0,42.0,1.0,0.0,76.0,67080.0,8.0,2.0,1.0,5678.0,8046.0,135.0,4.0
99145.0,95.0,1.0,1.0,48.0,28897.0,2.0,8.0,0.0,3903.0,4181.0,852.0,10.0
70574.0,11.0,0.0,0.0,72.0,58731.0,5.0,2.0,0.0,4972.0,746.0,758.0,3.0
8096.0,90.0,1.0,0.0,27.0,30060.0,4.0,6.0,1.0,2672.0,3488.0,762.0,1.0
12757.0,15.0,0.0,1.0,89.0,87595.0,4.0,7.0,1.0,9361.0,3240.0,291.0,9.0
29480.0,66.0,1.0,1.0,77.0,60901.0,6.0,1.0,1.0,4555.0,7640.0,574.0,6.0
85503.0,42.0,0.0,1.0,20.0,44949.0,2.0,8.0,1.0,5317.0,33.0,488.0,3.0
77851.0,35.0,0.0,0.0,98.0,68279.0,5.0,9.0,0.0,5658.0,3181.0,147.0,3.0
35352.0,89.0,1.0,1.0,18.0,10826.0,8.0,2.0,0.0,8670.0,8810.0,471.0,6.0
96720.0,14.0,1.0,1.0,27.0,35971.0,8.0,9.0,0.0,9849.0,1645.0,778.0,8.0
6629.0,41.0,0.0,1.0,32.0,903.0,2.0,1.0,0.0,8331.0,9361.0,293.0,6.0
2210.0,29.0,1.0,1.0,51.0,16373.0,8.0,7.0,0.0,440.0,2468.0,202.0,4.0
32476.0,14.0,1.0,0.0,32.0,85745.0,5.0,6.0,0.0,7818.0,661.0,900.0,8.0
70837.0,57.0,1.0,1.0,35.0,67452.0,9.0,1.0,1.0,9709.0,5388.0,272.0,1.0
54042.0,17.0,1.0,1.0,76.0,59660.0,7.0,6.0,0.0,2160.0,5116.0,112.0,4.0
98939.0,21.0,0.0,1.0,13.0,60876.0,6.0,9.0,1.0,1449.0,4146.0,662.0,6.0
62871.0,76.0,1.0,0.0,30.0,94649.0,1.0,1.0,1.0,7769.0,4322.0,462.0,4.0
67959.0,65.0,0.0,1.0,3.0,21015.0,3.0,5.0,0.0,9689.0,5034.0,965.0,3.0
70614.0,38.0,0.0,1.0,9.0,23939.0,2.0,10.0,0.0,8522.0,9457.0,628.0,2.0
12877.0,83.0,0.0,0.0,64.0,73010.0,7.0,1.0,0.0,4350.0,2180.0,311.0,9.0
90947.0,75.0,1.0,0.0,8.0,48980.0,8.0,3.0,0.0,6379.0,653.0,595.0,10.0
58619.0,86.0,1.0,0.0,61.0,70423.0,3.0,2.0,1.0,7249.0,342.0,171.0,6.0
55617.0,24.0,1.0,1.0,55.0,69618.0,1.0,10.0,1.0,2478.0,1511.0,147.0,1.0
59318.0,7.0,1.0,0.0,23.0,57847.0,6.0,1.0,0.0,7247.0,7051.0,561.0,9.0
31505.0,13.0,0.0,1.0,6.0,50880.0,9.0,5.0,1.0,729.0,5519.0,534.0,0.0
4280.0,98.0,1.0,1.0,41.0,58746.0,2.0,4.0,1.0,6036.0,5694.0,117.0,9.0
25394.0,71.0,0.0,1.0,83.0,81035.0,2.0,7.0,0.0,7256.0,6823.0,570.0,10.0
8353.0,53.0,0.0,1.0,88.0,26753.0,3.0,8.0,0.0,3371.0,1804.0,561.0,3.0
55871.0,52.0,0.0,0.0,91.0,23098.0,1.0,8.0,1.0,678.0,6507.0,851.0,9.0
81440.0,29.0,1.0,0.0,50.0,53000.0,8.0,10.0,0.0,530.0,7022.0,715.0,0.0
32037.0,74.0,1.0,0.0,15.0,12406.0,1.0,6.0,1.0,1969.0,240.0,970.0,7.0
80426.0,15.0,1.0,1.0,99.0,24.0,8.0,5.0,0.0,1905.0,9643.0,137.0,6.0
90339.0,74.0,0.0,0.0,3.0,64736.0,10.0,8.0,0.0,4282.0,3627.0,552.0,5.0
86848.0,93.0,1.0,0.0,56.0,76229.0,5.0,5.0,1.0,9493.0,8925.0,224.0,1.0
97435.0,90.0,1.0,0.0,67.0,62817.0,2.0,3.0,0.0,2229.0,9850.0,197.0,8.0
28760.0,63.0,1.0,0.0,3.0,88425.0,7.0,5.0,1.0,8705.0,7836.0,681.0,7.0
18209.0,51.0,1.0,0.0,60.0,55396.0,2.0,1.0,1.0,6216.0,6588.0,315.0,10.0
628.0,70.0,1.0,0.0,75.0,65323.0,8.0,6.0,0.0,7428.0,2642.0,150.0,2.0
85637.0,43.0,0.0,0.0,19.0,11785.0,9.0,9.0,0.0,7098.0,678.0,946.0,3.0
70630.0,24.0,1.0,1.0,99.0,69241.0,10.0,7.0,0.0,2449.0,2510.0,278.0,1.0
32282.0,48.0,0.0,0.0,97.0,72866.0,4.0,6.0,1.0,672.0,2704.0,532.0,3.0
96877.0,77.0,1.0,0.0,94.0,77155.0,2.0,1.0,0.0,9944.0,5824.0,481.0,2.0
71673.0,98.0,0.0,1.0,28.0,15094.0,9.0,5.0,1.0,608.0,9691.0,275.0,10.0
48130.0,20.0,1.0,0.0,9.0,94092.0,6.0,9.0,1.0,5002.0,8403.0,187.0,9.0
86247.0,92.0,0.0,0.0,70.0,88098.0,3.0,10.0,1.0,9631.0,6981.0,560.0,3.0
56361.0,40.0,1.0,0.0,22.0,81491.0,4.0,1.0,0.0,110.0,3864.0,229.0,3.0
50336.0,11.0,1.0,1.0,97.0,10616.0,3.0,10.0,0.0,5190.0,9575.0,451.0,2.0
69440.0,73.0,1.0,0.0,80.0,18003.0,6.0,7.0,1.0,588.0,1062.0,974.0,3.0
58882.0,25.0,1.0,0.0,60.0,32960.0,2.0,10.0,0.0,1708.0,387.0,313.0,5.0
33131.0,42.0,1.0,1.0,95.0,415.0,4.0,8.0,1.0,6469.0,3527.0,758.0,3.0
12463.0,2.0,0.0,0.0,51.0,19811.0,2.0,6.0,1.0,9892.0,4415.0,951.0,3.0
3166.0,87.0,1.0,1.0,73.0,21566.0,1.0,2.0,1.0,2737.0,9233.0,820.0,5.0
19084.0,54.0,1.0,1.0,96.0,57116.0,1.0,3.0,1.0,5774.0,7169.0,954.0,6.0
22348.0,78.0,0.0,0.0,34.0,17454.0,10.0,9.0,1.0,5562.0,2493.0,327.0,2.0
65050.0,3.0,0.0,1.0,54.0,59668.0,6.0,4.0,1.0,5764.0,2640.0,330.0,4.0
29721.0,94.0,0.0,1.0,76.0,87271.0,5.0,3.0,0.0,5160.0,5030.0,136.0,6.0
50793.0,51.0,0.0,1.0,21.0,57949.0,4.0,9.0,0.0,4263.0,8736.0,860.0,10.0
68186.0,84.0,1.0,1.0,99.0,51178.0,10.0,4.0,0.0,9946.0,2378.0,229.0,8.0
11253.0,32.0,0.0,1.0,2.0,42949.0,8.0,3.0,0.0,8762.0,5573.0,787.0,0.0
41987.0,94.0,0.0,1.0,26.0,13554.0,6.0,1.0,0.0,6361.0,935.0,283.0,6.0
12425.0,17.0,0.0,0.0,85.0,9509.0,3.0,5.0,0.0,6387.0,8467.0,652.0,5.0
55434.0,55.0,1.0,0.0,97.0,98846.0,7.0,9.0,0.0,9485.0,3863.0,774.0,9.0
52353.0,13.0,1.0,0.0,81.0,70024.0,8.0,6.0,0.0,4645.0,6667.0,705.0,0.0
93918.0,70.0,1.0,1.0,80.0,67961.0,2.0,2.0,0.0,383.0,7585.0,525.0,4.0
64312.0,22.0,1.0,1.0,89.0,21240.0,7.0,10.0,0.0,9550.0,3567.0,268.0,2.0
36558.0,40.0,0.0,1.0,24.0,31204.0,3.0,4.0,1.0,3190.0,4409.0,337.0,4.0
68575.0,56.0,1.0,0.0,26.0,16160.0,5.0,8.0,0.0,6193.0,3809.0,811.0,7.0
67665.0,100.0,1.0,1.0,61.0,78493.0,1.0,9.0,1.0,2212.0,420.0,825.0,10.0
24415.0,18.0,1.0,1.0,79.0,79354.0,6.0,6.0,1.0,7712.0,8172.0,153.0,3.0
65222.0,63.0,1.0,1.0,98.0,34483.0,5.0,3.0,1.0,476.0,7378.0,637.0,7.0
46276.0,33.0,0.0,1.0,67.0,23557.0,9.0,5.0,0.0,9148.0,4860.0,736.0,10.0
71398.0,36.0,0.0,1.0,83.0,7116.0,5.0,4.0,1.0,6475.0,5973.0,138.0,6.0
64894.0,8.0,1.0,0.0,28.0,18098.0,7.0,1.0,1.0,8207.0,9981.0,218.0,0.0
50556.0,43.0,1.0,0.0,34.0,10459.0,4.0,1.0,0.0,4398.0,9748.0,666.0,6.0
9776.0,15.0,0.0,1.0,74.0,41623.0,1.0,4.0,0.0,2334.0,3108.0,503.0,7.0
96347.0,68.0,0.0,1.0,55.0,87676.0,1.0,6.0,1.0,9802.0,3929.0,682.0,9.0
78357.0,13.0,1.0,0.0,98.0,15798.0,6.0,4.0,0.0,2629.0,9034.0,842.0,5.0
2744.0,62.0,1.0,1.0,4.0,67276.0,9.0,9.0,0.0,1359.0,9623.0,475.0,9.0
90703.0,80.0,1.0,1.0,88.0,57686.0,7.0,3.0,1.0,7611.0,5407.0,183.0,10.0
57415.0,21.0,1.0,1.0,43.0,87484.0,4.0,3.0,1.0,7766.0,2974.0,260.0,0.0
85486.0,33.0,0.0,1.0,46.0,78442.0,1.0,7.0,0.0,4228.0,1406.0,388.0,2.0
90981.0,76.0,1.0,1.0,89.0,82475.0,10.0,4.0,1.0,3249.0,515.0,429.0,6.0
12989.0,47.0,0.0,0.0,95.0,84007.0,10.0,4.0,0.0,4646.0,5025.0,642.0,10.0
89561.0,54.0,1.0,1.0,92.0,87853.0,8.0,1.0,0.0,1171.0,1845.0,982.0,4.0
28828.0,63.0,1.0,1.0,11.0,27902.0,2.0,8.0,0.0,852.0,4236.0,507.0,1.0
50956.0,33.0,0.0,0.0,25.0,84479.0,5.0,9.0,1.0,3939.0,7465.0,370.0,1.0
13082.0,24.0,1.0,0.0,48.0,65999.0,2.0,7.0,1.0,6406.0,5906.0,892.0,3.0
30645.0,87.0,0.0,1.0,28.0,65853.0,7.0,9.0,1.0,7360.0,8340.0,674.0,7.0
87669.0,30.0,1.0,1.0,23.0,92149.0,8.0,3.0,0.0,5640.0,1935.0,520.0,8.0
3577.0,50.0,1.0,1.0,94.0,57999.0,10.0,10.0,1.0,1661.0,3944.0,536.0,10.0
92943.0,43.0,1.0,0.0,9.0,53873.0,1.0,6.0,1.0,990.0,6301.0,967.0,8.0
34721.0,80.0,0.0,0.0,55.0,47564.0,1.0,3.0,0.0,8493.0,9639.0,434.0,1.0
34764.0,16.0,0.0,1.0,80.0,39261.0,1.0,2.0,1.0,7869.0,9091.0,972.0,6.0
