age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job,marital,education,default,contact,month,day_of_week,poutcome,target_campaign,target_personal_loan,target_housing_loan
34.0,78.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,0,1,4,0,1,no,no,no
37.0,37.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.344,5099.1,7,2,2,0,0,6,3,1,no,no,no
39.0,650.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,1,2,2,0,1,6,3,1,yes,no,no
57.0,230.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0,1,6,0,0,3,1,1,no,no,no
52.0,152.0,2.0,999.0,1.0,-1.8,93.075,-47.1,1.435,5099.1,0,1,3,0,0,0,2,0,no,no,yes
23.0,104.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,9,2,3,0,0,6,2,1,no,no,no
50.0,206.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,0,1,6,0,0,7,0,1,no,no,no
46.0,63.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.865,5228.1,9,1,5,0,1,4,1,1,no,yes,no
38.0,136.0,2.0,999.0,1.0,-0.1,93.2,-42.0,4.191,5195.8,4,0,6,0,0,7,1,0,no,no,no
53.0,148.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0,2,1,0,1,6,1,1,no,yes,yes
28.0,289.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,7,1,3,0,0,3,3,1,no,no,no
25.0,155.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,1,2,2,0,1,6,4,1,no,no,yes
33.0,326.0,5.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,7,2,3,0,1,4,2,1,no,no,yes
48.0,544.0,1.0,999.0,0.0,-1.7,94.027,-38.3,0.904,4991.6,0,0,6,0,0,1,2,1,yes,no,no
45.0,173.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,6,0,6,0,1,4,1,1,no,yes,yes
24.0,160.0,1.0,999.0,0.0,-3.4,92.431,-26.9,0.72,5017.5,1,1,2,0,0,8,0,1,no,no,yes
33.0,341.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.291,5099.1,1,1,2,0,0,6,3,1,no,yes,yes
29.0,281.0,3.0,999.0,0.0,1.4,94.465,-41.8,4.958,5228.1,0,1,6,0,1,4,4,1,no,yes,yes
38.0,177.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1,1,1,0,1,6,1,1,no,no,no
31.0,43.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.281,5099.1,10,1,2,0,1,6,4,1,no,no,yes
34.0,487.0,5.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,1,1,2,0,0,3,4,1,no,no,yes
38.0,43.0,9.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,1,6,0,1,4,3,1,no,no,yes
57.0,26.0,5.0,12.0,1.0,-1.8,92.893,-46.2,1.244,5099.1,0,2,3,0,1,6,1,2,no,no,yes
77.0,258.0,1.0,999.0,0.0,-1.7,94.027,-38.3,0.898,4991.6,5,0,5,0,0,1,1,1,no,no,no
46.0,153.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,4,1,6,0,0,3,0,1,no,yes,no
21.0,286.0,2.0,999.0,0.0,-1.7,94.055,-39.8,0.767,4991.6,8,2,3,0,0,4,4,1,yes,yes,yes
43.0,75.0,1.0,999.0,0.0,-2.9,92.201,-31.4,0.861,5076.2,4,1,6,0,0,1,1,1,no,no,no
31.0,146.0,2.0,12.0,3.0,-1.1,94.601,-49.5,0.982,4963.6,9,1,6,0,0,8,3,0,no,no,no
44.0,228.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,9,2,6,0,0,3,0,1,no,yes,no
32.0,53.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.281,5099.1,7,2,3,0,0,6,4,0,no,no,yes
48.0,11.0,1.0,999.0,0.0,-1.1,94.199,-37.5,0.881,4963.6,7,1,3,0,1,9,3,1,no,no,no
28.0,557.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,1,2,1,0,1,6,0,1,no,no,no
36.0,55.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.281,5099.1,1,1,2,0,0,6,4,0,no,yes,yes
52.0,26.0,5.0,999.0,1.0,-0.1,93.2,-42.0,4.076,5195.8,6,0,2,0,0,7,2,0,no,no,yes
34.0,541.0,3.0,999.0,1.0,-1.8,92.893,-46.2,1.327,5099.1,7,2,3,0,0,6,2,0,no,no,yes
37.0,115.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0,1,3,0,1,6,1,1,no,no,yes
25.0,101.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.334,5099.1,0,2,6,0,0,6,4,1,no,no,no
48.0,69.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,9,0,5,0,0,1,3,1,no,no,no
36.0,113.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,6,2,5,0,1,6,1,1,no,no,yes
27.0,148.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,9,2,5,0,1,6,3,1,no,no,no
34.0,151.0,2.0,999.0,0.0,-1.8,93.075,-47.1,1.405,5099.1,1,1,2,0,0,0,1,1,no,no,yes
42.0,73.0,1.0,999.0,1.0,-1.8,93.075,-47.1,1.405,5099.1,7,1,3,0,1,0,0,0,no,yes,yes
35.0,199.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0,2,6,0,0,3,0,1,no,no,yes
31.0,90.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,7,0,3,0,0,7,1,1,no,yes,yes
31.0,5.0,1.0,999.0,0.0,-1.1,94.199,-37.5,0.879,4963.6,1,2,2,0,1,9,1,1,no,no,yes
31.0,280.0,6.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,1,1,2,0,1,3,3,1,no,no,no
33.0,35.0,6.0,999.0,0.0,-1.8,92.893,-46.2,1.344,5099.1,4,1,6,0,0,6,3,1,no,no,yes
34.0,423.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,2,3,0,1,4,3,1,no,no,no
41.0,135.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0,1,2,0,0,7,4,1,no,no,yes
36.0,70.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,1,1,1,0,0,7,4,1,no,no,yes
56.0,941.0,3.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,4,1,2,0,1,4,3,1,yes,no,yes
59.0,422.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,5,1,5,0,1,6,2,1,no,no,no
40.0,34.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,9,1,2,0,1,6,3,1,no,no,yes
38.0,64.0,1.0,3.0,3.0,-3.4,92.649,-30.1,0.715,5017.5,0,1,6,0,0,7,3,2,yes,no,yes
34.0,248.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,0,1,5,0,1,6,3,1,no,no,yes
33.0,31.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0,2,3,0,0,3,1,1,no,no,no
31.0,113.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.967,5228.1,9,2,3,0,0,1,4,1,no,yes,yes
29.0,168.0,4.0,999.0,1.0,-1.8,92.893,-46.2,1.281,5099.1,1,0,2,0,0,6,4,0,no,no,yes
24.0,224.0,1.0,999.0,0.0,-1.8,92.843,-50.0,1.602,5099.1,0,2,3,0,0,5,4,1,yes,yes,yes
34.0,22.0,11.0,999.0,0.0,-1.8,92.893,-46.2,1.327,5099.1,0,2,1,0,0,6,2,1,no,no,no
27.0,201.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,0,1,3,0,0,6,2,1,no,yes,yes
32.0,319.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.313,5099.1,1,1,3,0,0,6,0,0,no,no,no
49.0,59.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,0,1,3,0,0,3,0,1,no,no,yes
36.0,372.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,9,0,2,0,1,3,4,1,no,no,no
47.0,313.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,7,0,3,0,1,6,3,1,no,no,yes
36.0,232.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,9,1,6,0,1,6,3,1,no,yes,yes
30.0,173.0,2.0,15.0,4.0,-1.1,94.199,-37.5,0.879,4963.6,9,2,6,0,0,9,0,0,yes,no,yes
32.0,100.0,1.0,999.0,1.0,-0.1,93.2,-42.0,4.12,5195.8,2,1,3,0,0,7,4,0,no,no,yes
54.0,42.0,1.0,999.0,0.0,-2.9,92.963,-40.8,1.26,5076.2,4,1,6,0,0,4,4,1,no,no,yes
51.0,653.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,1,1,2,0,1,6,0,1,yes,yes,no
28.0,136.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,9,0,6,0,0,3,4,1,no,no,yes
54.0,397.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.264,5099.1,4,1,6,0,0,6,1,0,yes,no,no
57.0,259.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.259,5099.1,0,1,1,0,0,6,0,0,no,no,no
49.0,317.0,1.0,999.0,0.0,-2.9,92.963,-40.8,1.268,5076.2,10,1,5,0,0,4,0,1,no,no,no
53.0,136.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.25,5099.1,7,1,6,0,0,6,0,0,no,no,no
26.0,1447.0,2.0,999.0,0.0,-1.8,92.843,-50.0,1.811,5099.1,8,2,2,0,0,5,1,1,yes,no,yes
31.0,56.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,9,1,6,0,0,1,2,1,no,no,no
32.0,999.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,1,1,2,0,1,6,3,1,no,no,yes
31.0,191.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.966,5228.1,9,2,3,0,0,1,3,1,no,no,no
26.0,15.0,7.0,999.0,0.0,-1.8,92.893,-46.2,1.291,5099.1,0,2,6,0,0,6,3,1,no,yes,yes
56.0,71.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,5,1,2,0,1,6,4,1,no,yes,yes
29.0,228.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,0,2,6,0,0,1,2,1,no,no,yes
31.0,17.0,5.0,999.0,1.0,-0.1,93.2,-42.0,4.12,5195.8,9,1,2,0,0,7,4,0,no,no,yes
37.0,242.0,6.0,999.0,0.0,1.4,93.918,-42.7,4.955,5228.1,9,1,5,0,1,3,3,1,no,no,yes
35.0,197.0,1.0,3.0,1.0,-0.1,93.2,-42.0,4.12,5195.8,6,2,6,0,0,7,4,2,no,yes,no
30.0,164.0,3.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,2,1,3,0,0,7,4,1,no,no,yes
36.0,146.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,9,1,6,0,1,6,4,1,no,no,no
46.0,60.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,0,1,6,3,1,no,no,no
51.0,280.0,2.0,999.0,1.0,-2.9,92.963,-40.8,1.26,5076.2,10,1,1,0,0,4,2,0,yes,no,no
33.0,396.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.966,5228.1,9,2,5,0,0,1,3,1,yes,no,yes
25.0,1068.0,3.0,999.0,0.0,-1.8,92.893,-46.2,1.25,5099.1,1,2,3,0,0,6,0,1,yes,no,no
54.0,337.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.264,5099.1,0,2,6,0,0,6,1,1,yes,no,no
50.0,137.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,0,1,1,0,0,3,4,1,no,no,yes
36.0,7.0,6.0,999.0,0.0,-1.8,92.893,-46.2,1.354,5099.1,4,1,6,0,0,6,1,1,no,no,yes
43.0,213.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,0,2,6,0,0,1,0,1,no,no,yes
38.0,161.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.334,5099.1,1,1,0,0,0,6,4,0,no,no,no
27.0,137.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,0,2,3,0,1,6,0,1,no,no,yes
35.0,400.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,4,1,6,0,0,7,4,1,no,no,yes
28.0,124.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,9,2,3,0,0,3,3,1,no,no,yes
43.0,197.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,1,1,1,0,0,3,3,1,no,yes,no
34.0,122.0,1.0,999.0,1.0,-1.8,93.075,-47.1,1.405,5099.1,9,0,5,0,0,0,0,0,no,no,yes
48.0,309.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,0,0,3,0,0,7,1,1,no,no,yes
35.0,200.0,4.0,999.0,1.0,-1.8,92.893,-46.2,1.291,5099.1,0,2,3,0,0,6,3,0,no,yes,yes
27.0,409.0,1.0,1.0,1.0,-1.8,92.893,-46.2,1.299,5099.1,0,2,6,0,0,6,1,2,no,no,no
25.0,103.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,0,2,3,0,0,3,2,1,no,no,yes
42.0,50.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,9,1,5,0,0,6,2,1,no,yes,yes
47.0,208.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0,0,6,0,1,6,1,1,no,no,yes
49.0,13.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,2,1,6,0,0,7,0,1,no,no,yes
36.0,458.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.291,5099.1,0,2,2,0,0,6,3,1,yes,no,yes
35.0,200.0,3.0,999.0,0.0,1.4,94.465,-41.8,4.865,5228.1,9,1,5,0,1,4,1,1,no,no,no
29.0,127.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,1,1,0,0,0,7,1,1,no,no,yes
53.0,95.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,1,1,1,0,1,6,0,1,no,no,yes
41.0,114.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,0,1,6,0,0,1,1,1,no,yes,no
31.0,161.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,4,1,2,0,1,6,4,1,no,yes,no
46.0,174.0,3.0,999.0,0.0,-1.8,92.893,-46.2,1.334,5099.1,7,1,3,0,0,6,4,1,no,no,no
43.0,133.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.866,5228.1,1,2,5,0,1,4,2,1,no,no,no
21.0,820.0,2.0,999.0,0.0,-1.8,93.075,-47.1,1.435,5099.1,7,2,3,0,0,0,2,1,no,yes,yes
54.0,255.0,3.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,4,1,1,0,1,4,4,1,no,no,no
31.0,91.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,10,1,6,0,0,1,3,1,no,no,no
50.0,587.0,2.0,999.0,1.0,-2.9,92.201,-31.4,0.859,5076.2,0,1,6,0,0,1,3,0,yes,no,no
48.0,288.0,1.0,0.0,3.0,-1.7,94.027,-38.3,0.9,4991.6,0,1,6,0,0,1,4,2,yes,yes,yes
26.0,181.0,2.0,999.0,0.0,-2.9,92.963,-40.8,1.244,5076.2,6,2,6,0,0,4,4,1,no,no,yes
37.0,320.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,7,2,2,0,1,6,0,1,no,no,yes
47.0,653.0,5.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,0,1,6,0,0,1,3,1,no,no,yes
41.0,128.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.334,5099.1,1,2,2,0,0,6,4,1,no,no,no
32.0,22.0,17.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,1,2,2,0,1,4,1,1,no,no,yes
38.0,177.0,2.0,999.0,0.0,-2.9,92.963,-40.8,1.224,5076.2,7,1,2,0,1,4,0,1,no,yes,no
48.0,288.0,1.0,999.0,1.0,-1.7,94.215,-40.3,0.876,4991.6,9,1,5,0,0,3,3,0,no,no,no
38.0,748.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,0,1,6,0,0,1,3,1,no,no,yes
27.0,101.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,0,1,3,0,0,3,1,1,no,yes,yes
28.0,223.0,3.0,999.0,2.0,-1.1,94.767,-50.8,1.048,4963.6,7,1,3,0,0,7,4,0,no,no,yes
29.0,411.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,1,2,2,0,1,4,1,1,no,no,no
47.0,149.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,7,0,0,0,0,3,3,1,no,no,no
40.0,65.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.967,5228.1,0,0,6,0,0,1,4,1,no,yes,yes
38.0,169.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.865,5228.1,0,1,3,0,1,4,1,1,no,no,yes
42.0,212.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.299,5099.1,1,1,0,0,0,6,1,1,no,no,no
30.0,266.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,10,2,6,0,0,3,4,1,no,yes,yes
33.0,113.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,0,2,3,0,1,4,4,1,no,yes,no
47.0,51.0,3.0,999.0,0.0,-1.8,93.075,-47.1,1.405,5099.1,4,1,6,0,0,0,1,1,no,no,no
33.0,272.0,2.0,999.0,0.0,-1.1,94.199,-37.5,0.878,4963.6,0,1,6,0,0,9,2,1,yes,no,yes
30.0,22.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,7,2,2,0,0,3,4,1,no,no,yes
54.0,66.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,0,1,3,0,1,6,4,1,no,no,no
47.0,164.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,1,2,0,0,7,2,1,no,no,no
32.0,58.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,9,2,6,0,0,7,4,1,no,no,yes
32.0,297.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.313,5099.1,1,1,2,0,0,6,0,1,no,no,yes
38.0,26.0,1.0,999.0,2.0,-1.8,92.893,-46.2,1.281,5099.1,6,1,2,0,1,6,4,0,no,no,yes
38.0,74.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,9,2,3,0,0,1,4,1,no,no,no
53.0,118.0,7.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,1,1,3,0,0,3,3,1,no,no,yes
26.0,112.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,10,2,2,0,1,6,3,1,no,no,yes
38.0,103.0,1.0,999.0,0.0,-2.9,92.963,-40.8,1.099,5076.2,0,2,6,0,0,4,3,1,no,no,no
39.0,261.0,1.0,3.0,1.0,-3.4,92.379,-29.8,0.788,5017.5,6,0,3,0,0,9,3,2,yes,no,no
48.0,352.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,0,0,3,0,1,3,1,1,no,no,no
32.0,16.0,6.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,1,1,1,0,1,4,0,1,no,no,yes
35.0,39.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1,1,1,0,1,6,4,1,no,no,no
35.0,8.0,5.0,999.0,0.0,-1.8,92.893,-46.2,1.299,5099.1,0,2,6,0,0,6,1,1,no,no,yes
28.0,94.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,0,2,6,0,0,3,0,1,no,yes,no
52.0,167.0,1.0,10.0,4.0,-2.9,92.201,-31.4,0.883,5076.2,4,1,3,0,0,1,3,0,yes,yes,yes
35.0,497.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,1,1,2,0,1,4,3,1,no,no,no
27.0,134.0,1.0,3.0,1.0,-1.8,92.893,-46.2,1.266,5099.1,0,2,6,0,0,6,3,2,no,no,no
34.0,481.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,9,1,3,0,0,3,2,1,no,no,no
36.0,217.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,1,1,0,0,0,7,4,1,no,yes,no
32.0,175.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0,1,6,0,1,6,1,1,no,yes,yes
55.0,430.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,1,2,0,0,7,2,1,no,yes,yes
50.0,229.0,1.0,999.0,1.0,-3.0,92.713,-33.0,0.717,5023.5,9,1,3,0,0,2,1,0,yes,no,yes
37.0,51.0,4.0,999.0,0.0,-1.8,92.893,-46.2,1.334,5099.1,0,2,6,0,0,6,4,1,no,no,no
32.0,95.0,5.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,2,1,6,0,0,1,1,1,no,no,no
35.0,213.0,4.0,999.0,0.0,-1.8,92.893,-46.2,1.244,5099.1,9,2,5,0,0,6,1,1,no,no,yes
47.0,225.0,4.0,999.0,1.0,-1.8,93.075,-47.1,1.423,5099.1,1,1,5,0,0,0,3,0,no,no,yes
29.0,68.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.281,5099.1,1,2,2,0,0,6,4,1,no,no,no
37.0,222.0,1.0,2.0,1.0,-1.8,92.893,-46.2,1.266,5099.1,2,2,2,0,0,6,3,2,no,no,yes
32.0,239.0,11.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,9,2,3,0,1,3,4,1,no,no,no
46.0,181.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,7,1,3,0,0,3,1,1,no,no,yes
36.0,166.0,5.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,7,1,3,0,1,6,4,1,no,yes,no
35.0,121.0,4.0,999.0,0.0,-2.9,92.963,-40.8,1.26,5076.2,0,1,6,0,0,4,2,1,yes,no,no
31.0,242.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,6,1,6,0,0,3,3,1,no,no,yes
29.0,716.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,0,2,6,0,0,1,1,1,yes,no,no
29.0,20.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,9,2,2,0,0,6,2,1,no,no,no
31.0,165.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,4,2,6,0,0,6,2,1,no,no,yes
34.0,54.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.958,5228.1,1,1,0,0,0,3,2,1,no,no,yes
29.0,215.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,9,2,5,0,0,7,0,1,no,yes,yes
46.0,62.0,7.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,0,2,6,0,0,3,3,1,no,yes,yes
29.0,760.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.25,5099.1,1,0,3,0,0,6,0,1,yes,no,no
54.0,253.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,1,2,0,0,1,6,2,1,no,no,no
26.0,112.0,5.0,999.0,0.0,-1.1,94.767,-50.8,1.039,4963.6,4,2,6,0,0,7,1,1,no,no,yes
27.0,143.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,0,1,5,0,0,6,2,1,no,no,yes
32.0,158.0,5.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,9,2,6,0,0,1,4,1,no,no,yes
35.0,87.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,7,1,3,0,1,6,3,1,no,no,yes
59.0,551.0,4.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,5,1,2,0,0,3,1,1,no,no,no
29.0,193.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.327,5099.1,1,1,2,0,0,6,2,1,no,no,yes
37.0,155.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,0,1,3,0,1,6,2,1,no,yes,no
55.0,482.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,0,1,5,0,0,1,3,1,no,yes,yes
36.0,193.0,3.0,999.0,0.0,-1.8,93.075,-47.1,1.405,5099.1,0,2,3,0,0,0,0,1,no,no,no
59.0,204.0,4.0,999.0,0.0,1.4,94.465,-41.8,4.96,5228.1,0,1,3,0,1,4,1,1,no,no,no
34.0,484.0,3.0,999.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,1,2,2,0,0,6,2,1,no,no,no
30.0,34.0,2.0,999.0,1.0,-1.8,92.893,-46.2,1.291,5099.1,6,1,5,0,0,6,3,0,no,no,no
29.0,48.0,7.0,999.0,0.0,1.4,93.918,-42.7,4.958,5228.1,0,1,3,0,0,3,2,1,no,no,no
34.0,281.0,2.0,999.0,1.0,-1.8,92.893,-46.2,1.299,5099.1,1,2,2,0,0,6,1,0,no,no,no
41.0,89.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.959,5228.1,2,1,0,0,1,3,0,1,no,no,yes
30.0,107.0,1.0,999.0,0.0,-2.9,92.963,-40.8,1.26,5076.2,0,2,6,0,0,4,4,1,no,no,yes
59.0,265.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,5,1,0,0,0,1,2,1,no,yes,yes
29.0,94.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,7,1,2,0,1,6,4,1,no,no,yes
36.0,369.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,0,1,3,0,1,6,3,1,no,no,no
39.0,997.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,2,1,5,0,0,7,2,1,no,no,yes
48.0,69.0,6.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,7,1,1,0,0,3,4,1,no,no,no
56.0,177.0,5.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0,1,6,0,0,3,0,1,no,no,yes
32.0,51.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,1,6,0,0,7,2,1,no,yes,yes
28.0,218.0,1.0,999.0,0.0,-1.8,93.075,-47.1,1.392,5099.1,1,2,2,0,0,0,1,1,no,no,no
26.0,649.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,1,1,5,0,0,6,2,1,no,no,yes
29.0,13.0,9.0,999.0,1.0,-1.8,92.893,-46.2,1.25,5099.1,1,2,0,0,0,6,0,0,no,no,yes
56.0,442.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,4,1,6,0,0,3,3,1,no,no,no
36.0,762.0,3.0,999.0,0.0,1.4,94.465,-41.8,4.955,5228.1,1,2,2,0,1,4,2,1,yes,yes,yes
41.0,335.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,7,1,2,0,1,6,3,1,no,no,no
